AVGYLD,ELE,SLOPE,CURV,PRO,PLAN,EC_SH,EC_DP,BAND1,BAND2,BAND3,BAND4,VI_AVG
937.0999756000001,1080.29,0.1279,0.007589,-0.0014609999999999998,0.006128,22.0,39.0999985,84,80,108,73,0.010579999999999999
965.4000243999999,1080.24,0.0988,-0.015274000000000001,0.007552,-0.007723000000000001,24.1000004,38.7999992,84,82,113,75,0.00808
909.9000243999999,1080.26,0.0872,0.016988999999999997,-0.01028,0.0067090000000000006,24.8999996,40.0,86,81,112,74,-0.01004
968.2999877999998,1080.25,0.08,0.0031609999999999997,0.00122,0.004379999999999999,25.0,35.9000015,86,84,111,75,-0.0201
853.7000122000002,1080.23,0.0621,0.013283000000000001,-0.011103,0.00218,25.3999996,35.2999992,84,84,111,75,-0.0056700000000000006
972.7999877999998,1080.2,0.13,0.0016190000000000002,-0.0035,-0.0018800000000000002,22.7000008,34.2999992,86,81,111,75,0.00385
976.5,1080.14,0.1234,-0.00515,0.0022010000000000003,-0.002949,21.3999996,32.4000015,88,84,109,75,0.00229
869.7000122000002,1080.11,0.109,-0.005496,0.002421,-0.003076,21.6000004,35.0999985,90,83,110,73,0.00124
927.0999756000001,1080.1,0.1085,-0.008038,0.0035189999999999996,-0.004519,24.6000004,38.7999992,84,81,105,72,-0.00321
981.7000122000002,1080.2,0.1441,0.0019210000000000002,-0.002259,-0.000338,24.3999996,36.4000015,90,85,119,78,-0.01916
834.4000244,1080.22,0.1707,-0.0026780000000000003,0.001684,-0.0009939999999999999,25.7999992,36.7999992,86,85,126,81,-0.02017
894.7000122000002,1080.24,0.1986,0.003038,-0.000317,0.002722,24.2000008,34.4000015,90,84,125,82,-0.02471
749.0,1080.25,0.2287,-0.004998,0.000991,-0.004007,26.0,35.4000015,86,85,131,85,-0.01911
830.7000122000001,1080.29,0.2432,0.006144,-0.002196,0.003949,21.3999996,31.7000008,88,86,130,84,-0.03323
753.7999877999999,1080.28,0.2738,0.012409,-0.004947,0.007462000000000001,19.2000008,29.600000399999995,90,87,128,84,-0.038360000000000005
757.5,1080.24,0.3124,0.003978,-0.002882,0.0010960000000000002,17.8999996,28.5,90,91,138,88,-0.04292
771.0,1080.16,0.3381,0.002943,-0.001444,0.001498,18.7000008,28.899999600000005,88,95,141,92,-0.049839999999999995
824.2999877999999,1080.05,0.424,0.00688,-0.004298,0.002582,18.0,28.5,98,99,143,94,-0.05629
834.0999756,1079.88,0.4853,-0.003488,0.0043479999999999994,0.00086,17.7000008,29.2000008,92,98,146,92,-0.06205
738.0,1079.71,0.3916,-6.8e-05,0.004397,0.0043289999999999995,16.5,42.2000008,94,95,148,95,-0.07534
824.2999877999999,1080.39,0.2105,-0.008583,0.0032530000000000002,-0.00533,18.6000004,42.2999992,82,87,116,77,-0.01001
856.7999877999998,1080.35,0.1114,-0.003951,0.000851,-0.0031,20.1000004,36.5,84,80,103,73,0.0059
984.7999877999998,1080.34,0.1318,0.009406,-0.0038799999999999998,0.005526,21.0,35.2000008,86,76,103,74,7e-05
970.5999756000001,1080.28,0.1184,-0.010136,0.007408,-0.002729,22.7000008,35.2000008,84,82,115,76,-0.01039
881.0,1080.27,0.0525,0.009798999999999999,-0.0075060000000000005,0.002293,22.7999992,35.2999992,84,84,116,79,-0.02135
849.2000122000002,1080.24,0.1133,0.001812,-0.001416,0.000396,24.7999992,34.2999992,84,82,109,76,-0.01819
913.5,1080.2,0.1172,0.002885,-0.0021850000000000003,0.0007,25.2000008,34.9000015,86,82,113,75,-0.00271
1039.3000488,1080.15,0.1584,0.003447,-0.001056,0.002391,21.2000008,32.200000800000005,88,82,116,77,0.0036200000000000004
1035.3000488,1080.09,0.1266,-0.004029,0.000674,-0.003355,20.7000008,29.899999600000005,88,81,113,74,0.010879999999999999
908.4000243999999,1080.07,0.0945,0.001104,0.001149,0.002252,21.6000004,33.7000008,88,82,112,73,-0.0017699999999999999
943.2999877999998,1080.06,0.0799,-0.0017879999999999999,-0.0008150000000000001,-0.0026030000000000003,22.7999992,38.0999985,82,82,106,74,-0.00587
1034.3000488,1080.07,0.1244,0.004033,-0.002229,0.0018039999999999998,25.7000008,42.5999985,82,78,101,73,-0.00644
888.5,1080.1,0.2305,-0.000918,-0.004634,-0.0055520000000000005,23.3999996,35.7000008,88,82,111,76,-0.02264
777.5999756,1080.13,0.2163,0.008801,-0.00518,0.003621,23.6000004,34.4000015,86,85,115,79,-0.015059999999999999
932.5,1080.13,0.2433,0.003314,-0.006377000000000001,-0.0030629999999999998,23.1000004,33.5,84,88,117,79,-0.01679
910.7999877999998,1080.15,0.2304,0.003093,-0.003557,-0.000465,22.8999996,32.0999985,84,87,125,81,-0.0073
954.5,1080.17,0.2484,0.008249,-0.0033060000000000003,0.004943,21.3999996,31.5,86,84,126,81,0.0013
935.7000122000002,1080.14,0.2747,-0.001076,0.001005,-7.2e-05,19.0,29.2999992,90,87,124,84,0.0022
936.4000243999999,1080.1,0.3048,0.005603,-0.0009630000000000001,0.004639,17.3999996,27.100000399999995,94,92,136,89,-0.01008
909.7999877999998,1080.01,0.3416,0.0027660000000000002,-0.003631,-0.000866,17.7999992,26.899999600000005,92,95,135,89,-0.01289
886.9000243999999,1079.89,0.4169,0.010181,-0.004218,0.005961999999999999,16.7000008,26.5,90,91,128,86,-0.0245
892.0999756000001,1079.73,0.41200000000000003,-0.003992,0.005273,0.001281,15.3999996,25.5,90,90,129,85,-0.0357
871.5,1079.59,0.3419,0.00329,-0.000376,0.002914,14.3999996,42.0,96,92,137,88,-0.03821
868.4000243999999,1080.46,0.2022,-0.000177,0.001648,0.001471,15.800000199999998,35.5,92,86,126,82,-0.040080000000000005
883.9000243999999,1080.41,0.1151,-0.0024289999999999997,0.000878,-0.001551,17.6000004,31.600000399999995,84,82,112,75,-0.00385
982.4000243999999,1080.38,0.1257,0.008379000000000001,-0.004483,0.003896,19.0,29.7999992,84,82,111,78,-0.0104
918.2999877999998,1080.31,0.1856,0.0008560000000000001,0.004431,0.005288,19.7999992,29.399999600000005,86,83,117,78,-0.01634
874.2999877999998,1080.25,0.1163,0.002357,-0.001516,0.0008410000000000001,22.0,32.4000015,84,84,121,78,-0.01444
939.7000122000002,1080.2,0.1318,-0.000981,0.001074,9.300000000000001e-05,24.7000008,34.2000008,84,82,115,76,-0.01312
903.9000243999999,1080.15,0.1168,-0.00109,-2.8000000000000003e-05,-0.001118,26.5,35.5999985,82,82,110,76,-0.013859999999999999
934.0,1080.1,0.1527,-0.0006230000000000001,-6.1e-05,-0.000684,22.7999992,34.2000008,82,80,108,76,-0.01241
949.0999756000001,1080.05,0.1251,-0.0022890000000000002,0.000849,-0.00144,22.1000004,31.399999600000005,86,79,108,75,-0.00484
953.0999756000001,1080.02,0.114,0.0009339999999999999,-0.001832,-0.000898,21.6000004,31.2000008,88,83,109,73,-0.0008300000000000001
883.0,1080.0,0.1423,0.003624,-0.005053,-0.001429,22.6000004,32.5999985,86,81,105,73,-0.00805
999.0,1079.99,0.1854,0.003721,-0.004524,-0.0008029999999999999,24.3999996,37.4000015,86,79,104,72,-0.00673
1194.0999755999999,1079.98,0.2268,0.000654,-0.0020629999999999997,-0.0014089999999999999,25.7999992,39.4000015,84,78,100,69,0.028210000000000002
1089.9000244000001,1079.98,0.2541,-0.001199,0.0015400000000000001,0.000341,23.5,36.5,84,74,103,70,0.029310000000000003
892.5,1079.98,0.2514,-0.002425,0.0007639999999999999,-0.001661,23.2999992,35.2000008,84,75,105,74,0.00237
854.4000243999999,1079.99,0.3007,0.006571,-0.002271,0.0043,22.7999992,33.200000800000005,82,81,103,74,0.01356
925.0999756000001,1079.98,0.3203,-0.0063490000000000005,0.000575,-0.0057740000000000005,21.3999996,32.200000800000005,86,85,108,74,0.00886
895.0,1080.01,0.3049,0.004266,-0.001582,0.002684,21.7999992,33.9000015,82,84,109,77,0.00503
906.4000243999999,1080.03,0.29600000000000004,0.004346,0.001841,0.006188,20.2999992,29.7999992,82,83,116,81,0.00358
1010.7999877999998,1080.0,0.2597,0.0010279999999999998,0.000376,0.0014039999999999999,17.7000008,27.5,88,86,124,83,0.00351
1019.4000243999999,1079.95,0.3191,0.0076430000000000005,-0.001954,0.0056890000000000005,18.2000008,26.5,88,86,130,86,0.00621
1045.5999756,1079.85,0.3851,0.002616,-0.002068,0.000547,17.7999992,26.399999600000005,90,86,129,86,0.0050799999999999994
983.4000243999999,1079.72,0.3839,-0.0037600000000000003,0.004252000000000001,0.000492,17.0,26.7999992,90,84,125,82,0.0050799999999999994
1012.9000243999999,1079.58,0.3757,-0.009451000000000001,0.0061990000000000005,-0.0032530000000000002,16.100000400000003,30.5,84,82,122,79,0.00108
912.5,1079.46,0.3271,-0.002084,0.001837,-0.00024700000000000004,14.300000199999998,38.0999985,94,88,125,85,-0.00443
957.7000122000002,1080.5,0.1649,0.002718,0.001962,0.00468,13.699999800000002,40.7000008,86,84,123,80,-0.05956
917.5,1080.44,0.0626,-0.001471,0.001482,1.1e-05,13.8999996,25.7000008,84,83,118,78,-0.0083
938.7000122000002,1080.41,0.1045,0.014031,-0.008156,0.005875,15.1000004,25.1000004,84,82,114,78,-0.01202
901.0999756000001,1080.32,0.278,0.009414,-0.0059039999999999995,0.00351,17.7000008,27.899999600000005,84,83,114,77,-0.007390000000000001
1010.7999877999998,1080.2,0.1826,-0.011587,0.005102000000000001,-0.0064849999999999994,21.0,32.9000015,84,80,113,75,-0.00572
985.0999756000001,1080.16,0.1371,0.005109000000000001,-0.00042699999999999997,0.004682,23.8999996,35.4000015,88,79,106,73,-0.00463
958.4000243999999,1080.1,0.1305,-0.001562,0.00040599999999999995,-0.0011560000000000001,25.1000004,35.9000015,88,83,109,75,-0.00727
943.5999756000001,1080.05,0.1455,0.001403,0.000375,0.001778,24.7999992,36.4000015,86,82,112,76,-0.00662
950.2999877999998,1080.0,0.1256,-0.0015019999999999999,-0.00024900000000000004,-0.0017510000000000002,25.7999992,36.2999992,86,82,110,75,-0.016569999999999998
980.2999877999998,1079.96,0.1422,-5.4000000000000005e-05,-0.002125,-0.00218,25.1000004,36.5999985,84,83,106,74,-0.00777
971.2000122000002,1079.92,0.18,-0.001454,-8.4e-05,-0.001538,25.8999996,35.7000008,82,85,107,74,2.9999999999999997e-05
932.2000122000002,1079.88,0.2017,-0.002534,0.0008349999999999999,-0.0016989999999999998,26.600000399999995,37.5,86,82,105,72,0.00035
1033.5,1079.86,0.2256,-0.003982,0.001381,-0.002601,27.2000008,39.0,84,79,100,69,0.028939999999999997
1033.9000244,1079.85,0.2292,-0.004332,0.002763,-0.0015689999999999999,25.0,37.9000015,84,76,103,70,0.04392
1005.5,1079.85,0.2439,-0.000775,0.001247,0.000472,24.1000004,36.5,84,78,103,73,0.02107
1028.4000244,1079.84,0.265,-0.004619,0.005327,0.000709,21.7999992,32.5999985,84,82,101,72,0.030680000000000002
962.2000122000002,1079.84,0.2356,-0.009692000000000001,0.004672,-0.00502,23.2999992,36.0999985,82,81,111,74,0.02913
1047.1999512,1079.87,0.2624,-0.00023199999999999997,0.005326,0.005094,22.8999996,36.9000015,84,81,115,79,0.03167
933.7999877999998,1079.88,0.2557,-0.001299,0.002781,0.001482,19.5,30.100000399999995,82,86,118,81,0.017519999999999997
1031.1999512,1079.87,0.2346,0.001444,0.001979,0.003423,18.5,27.2999992,88,85,121,82,0.01115
995.5,1079.8,0.3256,0.001323,-0.001303,2e-05,18.3999996,27.2999992,82,85,125,83,0.0125
1045.3000488,1079.71,0.3003,-0.003324,0.007531,0.004207,17.3999996,27.399999600000005,88,85,123,85,0.01622
953.2999877999998,1079.6,0.3069,0.0012640000000000001,-0.001253,1e-05,15.8999996,26.600000399999995,92,85,125,83,0.0106
932.2000122000002,1079.47,0.3079,-0.002125,0.003069,0.000944,15.6000004,33.7999992,86,85,127,81,0.00027
937.5,1079.36,0.2742,0.007248,-0.004122,0.0031260000000000003,15.8999996,36.5,86,84,128,85,-0.00198
863.0999756000001,1080.45,0.0743,0.008251999999999999,-0.003527,0.004725,13.3999996,28.399999600000005,86,87,114,79,-0.01998
923.2999877999998,1080.4,0.1505,0.00639,-0.005843,0.000546,14.699999800000002,25.0,84,85,111,74,-0.0133
978.0999756000001,1080.29,0.3011,0.008237000000000001,-0.0063030000000000004,0.0019329999999999998,16.7000008,28.100000399999995,82,79,113,75,-0.00606
1068.5999756,1080.15,0.2182,-0.020981,0.009793000000000001,-0.011188,18.5,32.4000015,84,83,114,75,0.00144
1052.6999512,1080.1,0.1127,0.001308,0.0035159999999999996,0.004824,22.0,35.2000008,86,79,110,74,0.00474
1022.2999877999998,1080.06,0.11199999999999999,0.000749,-0.000696,5.4000000000000005e-05,24.1000004,37.2000008,84,83,109,74,0.00122
1022.0,1080.01,0.1375,-0.00123,-0.000436,-0.001666,24.5,36.5,84,82,108,74,0.00374
1040.8000488,1079.95,0.1446,0.000518,-0.0013460000000000002,-0.000828,25.1000004,37.4000015,84,82,110,74,0.00119
1031.6999512,1079.89,0.1578,-0.0040479999999999995,0.000643,-0.0034049999999999996,26.5,39.2999992,84,82,107,74,0.01082
1079.5999755999999,1079.84,0.1574,-0.00079,0.000634,-0.000156,25.7999992,35.9000015,82,81,107,73,0.01826
1034.1999512,1079.8,0.1569,-0.006834999999999999,0.0036609999999999998,-0.0031739999999999997,24.8999996,35.4000015,88,80,98,71,0.02497
1129.0999755999999,1079.76,0.1765,-0.005463,0.002003,-0.00346,25.7999992,36.7000008,82,76,96,67,0.04673
1068.4000244,1079.73,0.2139,-0.003176,0.000665,-0.0025109999999999998,26.600000399999995,37.4000015,84,76,97,67,0.05081
1092.5999755999999,1079.73,0.2067,-0.0048909999999999995,0.0035380000000000003,-0.001353,26.399999600000005,37.7000008,82,78,98,70,0.04582
1072.9000244,1079.73,0.1756,-0.001121,0.00117,4.8e-05,26.2000008,37.2999992,82,81,98,70,0.04981
1120.3000488,1079.73,0.1854,-0.006104,0.0033179999999999998,-0.002785,23.0,36.5,80,78,106,73,0.0403
1022.0,1079.75,0.2179,-0.0009339999999999999,0.001188,0.000254,22.0,33.5999985,86,78,110,78,0.03742
1003.0,1079.77,0.1973,-0.0014990000000000001,0.002745,0.001247,19.6000004,31.5,86,84,116,81,0.03198
1047.4000244,1079.76,0.2233,0.014979,-0.004794,0.010184,19.6000004,28.399999600000005,84,84,125,83,0.02132
1068.4000244,1079.68,0.2715,-0.008459999999999999,0.006816,-0.001644,18.8999996,28.7999992,86,86,120,83,0.02367
1140.5,1079.61,0.2211,0.006523999999999999,-0.003928,0.0025960000000000002,16.399999599999997,26.7999992,84,84,122,82,0.03119
1057.9000244,1079.49,0.3275,0.001866,-0.002287,-0.00042,15.1000004,24.2000008,86,82,120,79,0.027630000000000002
995.2999877999998,1079.36,0.3035,-0.005932,0.0027719999999999997,-0.00316,15.3999996,47.0,86,85,117,82,0.0027600000000000003
894.7000122000002,1079.26,0.3212,0.007943,-0.005436,0.002507,16.7000008,36.9000015,90,97,144,97,-0.02421
865.9000243999999,1080.41,0.1412,0.005286,-0.003232,0.002054,13.3999996,34.5,92,81,114,79,-0.02423
865.4000243999999,1080.35,0.1866,0.004792,-0.001637,0.0031550000000000003,16.600000400000003,29.0,86,83,109,74,-0.01197
943.7999877999998,1080.25,0.2505,0.008065000000000001,-0.005151,0.002914,18.2000008,31.100000399999995,88,83,111,74,-0.00602
1071.9000244,1080.12,0.2247,-0.009537,0.01022,0.000684,18.7999992,33.200000800000005,86,83,111,76,0.0007099999999999999
1039.5,1080.05,0.1035,-0.00455,-0.0007480000000000001,-0.005298,20.7000008,35.9000015,86,74,111,74,0.006999999999999999
974.2000122000002,1080.03,0.1285,0.009406,-0.0032909999999999997,0.006115,22.0,36.2999992,86,80,111,75,-0.0035
1088.1999512,1079.97,0.1672,-0.000708,-0.000956,-0.0016640000000000001,21.3999996,36.9000015,86,82,110,76,0.00032
1098.9000244000001,1079.9,0.1556,-0.000262,0.000381,0.00011899999999999999,23.0,36.7999992,86,83,105,74,0.013369999999999998
1177.0999755999999,1079.84,0.158,0.0009130000000000001,-0.0005059999999999999,0.00040599999999999995,24.5,40.5999985,82,83,108,74,0.02009
1183.0,1079.78,0.1518,-0.002277,0.00036899999999999997,-0.0019079999999999998,23.7000008,37.5999985,82,76,107,72,0.03259
1149.8000488,1079.73,0.1512,0.002916,-0.0025989999999999997,0.000317,22.7999992,35.0,84,77,98,70,0.04172
1114.5,1079.68,0.183,-0.003111,0.00058,-0.002531,22.7999992,34.0999985,88,78,93,67,0.05175
1187.5,1079.63,0.1762,-0.009673000000000001,0.002848,-0.006825,23.7999992,36.2000008,86,76,88,67,0.060779999999999994
1205.5,1079.62,0.1837,-0.003493,0.00238,-0.001113,24.3999996,36.7999992,78,76,96,69,0.057999999999999996
1196.5999755999999,1079.63,0.221,0.004728,-0.004106,0.000621,22.6000004,36.5,86,78,95,68,0.07063
1069.3000488,1079.63,0.2481,0.000334,-0.004715,-0.004381,23.5,37.4000015,82,74,95,68,0.06827000000000001
1071.1999512,1079.65,0.1904,0.002193,-0.003123,-0.0009289999999999999,21.0,33.200000800000005,82,73,100,72,0.05245
1129.9000244000001,1079.68,0.1577,0.0037670000000000004,0.00124,0.005007,19.8999996,30.899999600000005,86,81,108,77,0.03852
1059.9000244,1079.66,0.222,-0.000858,0.00396,0.003102,20.2000008,28.899999600000005,90,83,116,80,0.029869999999999997
1113.1999512,1079.59,0.1789,-0.0044469999999999996,0.0044729999999999995,2.7000000000000002e-05,18.7000008,27.7999992,86,83,112,80,0.035410000000000004
1122.5999755999999,1079.52,0.2636,0.007670000000000001,-0.007663,8e-06,16.600000400000003,26.7000008,88,83,112,80,0.042789999999999995
1155.8000488,1079.39,0.3255,-0.001049,-0.000341,-0.00139,17.3999996,31.2000008,82,82,113,78,0.03698
1000.7999877999998,1079.26,0.3216,2.7000000000000002e-05,-0.0019370000000000001,-0.0019100000000000002,16.399999599999997,45.5,86,83,122,83,0.00707
917.9000243999999,1080.29,0.1612,0.00688,-0.002359,0.004521,16.5,34.4000015,86,80,112,78,-0.01026
955.9000243999999,1080.21,0.2184,0.002663,-0.0015689999999999999,0.001094,18.6000004,31.399999600000005,88,81,110,75,-0.00389
1026.9000244,1080.09,0.2216,-0.0044280000000000005,0.004933,0.0005059999999999999,19.1000004,32.9000015,84,79,112,74,0.0014199999999999998
1050.9000244,1080.01,0.1213,-0.003768,0.000391,-0.0033770000000000002,21.8999996,37.2999992,84,82,111,74,0.0070599999999999994
980.5999756000001,1079.97,0.1378,-0.001703,0.001103,-0.0006,21.6000004,37.5999985,86,82,107,74,0.00099
1029.1999512,1079.92,0.1539,0.002304,0.000516,0.002821,21.7000008,36.0999985,82,82,106,74,0.00021
1090.1999512,1079.85,0.1408,-0.008406,0.003327,-0.005079,23.2000008,37.9000015,86,82,102,73,0.01289
1013.2999877999998,1079.79,0.1399,-0.001541,-0.0005269999999999999,-0.002069,26.7999992,40.9000015,86,81,102,73,0.01569
987.7000122000002,1079.73,0.1264,-0.0052179999999999995,0.0020399999999999997,-0.0031780000000000003,25.2000008,37.2999992,80,78,98,71,0.02398
1086.0999755999999,1079.68,0.1325,-0.005714,0.002164,-0.003551,21.5,33.200000800000005,84,75,104,70,0.03318
1129.5999755999999,1079.62,0.1197,-0.002643,0.00231,-0.000333,22.3999996,35.0,80,77,94,66,0.04915
1130.3000488,1079.58,0.095,-0.0053560000000000005,0.001884,-0.003472,24.8999996,39.0999985,84,73,87,67,0.06383
1118.8000488,1079.55,0.1349,0.000341,-0.001772,-0.001431,25.6000004,36.0999985,82,74,92,66,0.06559
1204.0999755999999,1079.51,0.2176,-0.00942,0.004507,-0.004913,26.0,40.0999985,84,78,89,62,0.09001
1209.1999512,1079.5,0.2276,-0.019209999999999998,0.007429000000000001,-0.011781,28.899999600000005,46.2999992,84,74,85,61,0.08598
1187.1999512,1079.56,0.2296,0.0039700000000000004,-0.003946,2.4e-05,26.600000399999995,41.9000015,82,74,92,64,0.06872
1119.9000244000001,1079.6,0.1591,0.006567,0.0008119999999999999,0.007379000000000001,20.3999996,31.600000399999995,84,79,104,73,0.048780000000000004
1104.6999512,1079.58,0.1231,-0.003098,0.005309,0.00221,21.3999996,30.0,82,79,110,78,0.038060000000000004
1190.3000488,1079.53,0.1802,0.008992,-0.00834,0.000651,20.1000004,28.399999600000005,80,78,112,77,0.0442
1150.8000488,1079.43,0.297,0.0047799999999999995,-0.005375,-0.000595,19.3999996,28.899999600000005,84,76,111,76,0.048889999999999996
1140.5,1079.29,0.3592,0.0019210000000000002,-0.002382,-0.00046100000000000004,18.7000008,36.5,86,82,111,75,0.053070000000000006
1053.5999756,1079.14,0.363,0.004905,-0.0035009999999999998,0.001403,17.2999992,45.0,82,79,121,83,0.015040000000000001
907.7999877999998,1080.24,0.1395,0.006520999999999999,-0.002461,0.00406,15.300000199999998,33.9000015,90,85,118,78,-0.01165
866.2999877999998,1080.17,0.2049,0.002125,-0.0007830000000000001,0.001343,18.7000008,32.5999985,88,81,113,76,-0.00561
966.5,1080.06,0.1828,-0.007331,0.006326,-0.001006,20.1000004,33.7999992,82,82,106,76,5e-05
1038.0999756,1080.0,0.1022,0.000681,-0.000906,-0.000225,21.5,36.2000008,78,81,103,74,0.007809999999999999
1035.9000244,1079.94,0.1236,-0.005138,0.000295,-0.004843,22.8999996,37.2999992,84,78,103,73,0.00406
1065.9000244,1079.88,0.124,-0.007425,0.002042,-0.005383,22.2999992,36.7000008,88,82,103,73,0.00912
1118.3000488,1079.83,0.1119,0.001645,0.001323,0.002968,22.7999992,35.2000008,84,77,104,74,0.01813
1068.0,1079.77,0.1156,0.001853,-0.001634,0.00021899999999999998,24.3999996,38.5,84,78,106,72,0.01829
1062.6999512,1079.71,0.1211,-0.0031829999999999996,0.0010019999999999999,-0.00218,23.2999992,36.9000015,84,82,101,72,0.02395
1106.1999512,1079.65,0.1166,-0.003229,-0.00025699999999999996,-0.003486,23.0,36.2999992,86,77,102,69,0.03408
1061.8000488,1079.6,0.1037,-0.004566,0.0013599999999999999,-0.003206,23.3999996,37.2000008,86,74,95,67,0.04547
1101.8000488,1079.55,0.084,-0.005204,0.001952,-0.0032530000000000002,23.0,34.5999985,86,76,94,66,0.057479999999999996
1178.3000488,1079.51,0.115,-0.0072840000000000005,-0.001472,-0.008754999999999999,25.0,36.7000008,86,73,84,63,0.07272999999999999
1243.4000244000001,1079.45,0.12,-0.016267,0.007397,-0.008870000000000001,29.7000008,45.7000008,86,79,85,60,0.08334
1246.8000488,1079.43,0.0888,-0.019574,0.010689,-0.008884999999999999,36.5999985,58.29999920000001,82,75,83,58,0.09084
1108.6999512,1079.47,0.2048,-0.013147,0.004704,-0.008443,31.2000008,47.7999992,84,75,86,62,0.07347000000000001
1162.8000488,1079.54,0.10400000000000001,0.001025,-0.004967,-0.003942,22.7999992,33.0,84,76,97,69,0.05173
1154.1999512,1079.54,0.0854,0.006117,-0.0054670000000000005,0.000651,22.2000008,29.7000008,86,78,105,75,0.03027
1118.8000488,1079.47,0.2232,0.006652,-0.00801,-0.001358,21.0,28.7000008,80,76,105,73,0.0314
1175.3000488,1079.34,0.3579,0.00748,-0.008123,-0.000644,21.2000008,38.2000008,86,81,108,73,0.03875
1183.1999512,1079.17,0.396,-0.002062,-3.4e-05,-0.002096,18.6000004,50.4000015,84,78,108,74,0.05255
906.5,1080.13,0.1791,0.0032229999999999997,-0.003322,-9.9e-05,17.1000004,35.9000015,90,83,109,75,-0.01025
913.0,1080.03,0.175,-0.004482,0.004965,0.00048300000000000003,19.5,33.0999985,84,81,106,74,0.00389
1072.0999756,1079.98,0.0793,0.000825,0.0016539999999999999,0.002479,22.5,37.0999985,84,78,103,73,0.013569999999999999
1013.0999756000001,1079.94,0.1254,0.0051909999999999994,-0.003151,0.0020399999999999997,22.2999992,35.5,86,82,107,73,0.01125
1019.0,1079.87,0.1223,-0.000654,0.000884,0.00022999999999999998,22.7999992,37.2000008,88,78,103,73,0.00689
1072.9000244,1079.81,0.1136,-0.0066760000000000005,0.000482,-0.006194,22.7999992,37.9000015,88,78,103,73,0.01174
1046.1999512,1079.76,0.0996,-0.0008410000000000001,0.000161,-0.000679,22.2000008,36.9000015,86,78,101,69,0.01685
1016.9000243999999,1079.7,0.1118,-0.000926,0.000776,-0.00015,22.2999992,36.5999985,90,77,106,71,0.02113
1022.5999756000001,1079.65,0.1025,0.000327,-0.00044800000000000005,-0.000121,23.1000004,37.2000008,86,78,103,70,0.02657
1038.0999756,1079.6,0.0973,-0.004278,0.0013039999999999998,-0.0029739999999999996,24.7000008,37.4000015,84,76,101,69,0.03185
1119.5,1079.56,0.0684,0.00031099999999999997,-0.000481,-0.00016999999999999999,25.0,35.9000015,82,78,96,68,0.04517
1170.0,1079.53,0.1005,0.003896,-0.004427,-0.000531,24.1000004,36.5999985,84,75,88,66,0.06715
1253.0,1079.48,0.1602,-0.003425,0.000541,-0.002884,25.2999992,39.9000015,80,73,91,67,0.06242999999999999
1140.3000488,1079.44,0.1535,-0.020981,0.010071,-0.01091,28.2000008,45.2000008,84,75,92,66,0.06796
1236.6999512,1079.48,0.2112,-0.012192,0.0005,-0.011691,25.7000008,39.4000015,86,75,98,67,0.047580000000000004
1133.9000244000001,1079.54,0.0831,0.013134,-0.013737000000000001,-0.000604,22.2000008,30.7000008,86,74,100,68,0.03368
1041.9000244,1079.51,0.1346,0.0036899999999999997,-0.006494,-0.002804,22.2000008,29.7999992,80,75,102,71,0.013609999999999999
986.2999877999998,1079.41,0.2971,0.012943000000000001,-0.01323,-0.000288,22.1000004,36.7999992,80,77,102,72,0.008140000000000001
1064.5999756,1079.24,0.4248,0.001168,-0.0022440000000000003,-0.001076,19.8999996,51.7999992,82,82,106,73,0.022080000000000002
1146.1999512,1079.05,0.4,-0.003256,0.0013650000000000001,-0.001891,19.1000004,41.9000015,82,85,115,76,0.01427
1008.2999877999998,1080.0,0.1567,-0.008869,0.006576,-0.002293,16.600000400000003,36.2999992,82,81,105,75,0.01771
1009.5,1079.96,0.0708,-0.002997,0.0009390000000000001,-0.002059,20.7999992,36.5,82,78,107,74,0.0205
1045.6999512,1079.92,0.0922,0.0033020000000000002,-0.000875,0.002427,22.2000008,36.5,80,78,107,74,0.01487
1009.4000243999999,1079.87,0.1042,0.002207,0.0005269999999999999,0.002734,21.0,34.4000015,86,82,107,74,0.01047
989.7999877999998,1079.82,0.1065,0.00217,-0.001614,0.0005549999999999999,22.8999996,36.4000015,86,82,103,74,0.00965
992.7999877999998,1079.77,0.1126,-0.0008039999999999999,-0.0006360000000000001,-0.00144,22.3999996,37.5,84,78,95,73,0.01466
988.0,1079.71,0.1274,-0.001574,0.000488,-0.001086,23.0,37.5999985,82,78,100,73,0.01376
1009.0,1079.65,0.1038,-0.002752,0.000602,-0.00215,23.1000004,36.9000015,84,78,103,73,0.01556
1091.5,1079.61,0.0859,-0.002003,0.001848,-0.000155,24.0,36.7000008,86,78,103,71,0.03129
1200.0999755999999,1079.58,0.0568,-0.002888,0.001206,-0.0016820000000000001,22.7000008,35.7999992,82,78,97,69,0.04919
1158.0999755999999,1079.56,0.0596,0.002921,-0.00255,0.00037,23.1000004,37.0999985,84,77,91,67,0.055729999999999995
1114.0,1079.54,0.1103,0.004564,-0.006386,-0.0018219999999999998,23.2000008,35.5,84,75,96,69,0.047139999999999994
1153.9000244000001,1079.53,0.1306,0.004852,-0.009186,-0.004334,23.0,35.2000008,80,77,99,68,0.03515
1050.4000244,1079.55,0.0904,0.010790000000000001,-0.008764,0.002027,21.5,32.5,80,77,105,71,0.015790000000000002
988.2999877999998,1079.54,0.0861,0.012695999999999999,-0.009146,0.00355,21.5,30.399999600000005,86,78,106,72,0.0084
